0,1,2,3,4,5,6,7
-0.5381588226994517,-0.3077927616959095,-0.11703593891282342,0.009574769200154943,-0.11845061385349837,0.1484125902788654,-0.05830355848052851,0.30320900638045406
-0.5072648485618935,0.380147239659118,0.7538587847713236,0.028309148807866974,-0.0940441688480359,-0.4856215651981047,0.26993360505971825,0.01617943971785591
0.7031450009902256,0.7651857747465839,0.19830462607317212,0.567719739412709,-0.11112506315716032,0.20767882691303186,-0.2833371269719209,0.0551661937759405
0.9682917579933431,-0.35303277302782865,0.5167142252467964,0.3099839596999426,-0.09641528936614434,0.013746528517834575,-0.15022874139884118,-0.02993529904022142
-0.5663866091470138,-0.46107319641476274,0.3484967373787048,0.035288937130587755,-0.009798622548368306,0.22275206803041817,-0.22623790149558434,0.07274738129410721
0.9835179605229407,-0.019016568684988983,-0.4542490407443293,0.28565128007899454,-0.2831456108401752,-0.0923892575780815,0.035514035434299554,0.23519623560419628
0.21933674048188956,0.8476984461030337,0.22108203151833808,-0.2827084296900039,-0.03688792716351567,0.23651786309760828,-0.41345407027385456,-0.08867693379556146
0.5339157689746762,-0.11116830105316444,-0.05493454232939978,-0.5342636483358202,0.8252256830432957,-0.1635176995588231,0.15393932307873642,0.20538123254408877
0.3560302032024775,0.9560430986404344,-0.031201234962926316,-0.4202492267379014,-0.20166817666860345,-0.18602648409105826,0.052434103300157256,0.15175502603693805
-0.29908106477866514,-0.17509911014548218,-0.5197146016690959,-0.15957685786720333,-0.27253665406094507,-0.4177788668714298,0.2091058825663031,0.0953939874291123
-0.46615426054270565,0.5666052074001502,0.27092442312077863,0.026589113877689585,-0.15818910866859498,-0.48479023128480103,0.14933071413690113,-0.07099316261608096
-0.4362647113795658,-0.5094584517386945,0.4635465375681908,-0.07642098673759384,-0.07725896248744119,-0.07725680537132538,0.11185502224400536,0.16836427446421579
-0.27714073978514014,-0.12114313996236295,-0.6800779667071234,-0.11732756215294929,-0.21055016123501183,-0.22725961365288394,-0.20549662033185176,-0.33275542012019554
-0.5677022639180587,-0.06598414562361102,-0.870074853585758,0.1431731805003315,0.8433437257884866,0.3778126724619803,-0.29479135985785393,0.24255298180343268
0.16460611203618558,-0.433973875335401,-0.04799932777055068,0.7013608305729359,-0.266072792365589,-0.443454772305858,0.3246947947319988,0.19510836414000163
-0.7328701058959541,0.41429492441513943,0.6847282807253168,0.1849347986978994,-0.0310681729459245,0.01378984256975726,0.06629100462247506,0.32975516173659614
0.5256809280861849,0.0604566020241577,-0.544954184277264,-0.5537559845845743,0.7345067664846274,-0.14258549550507868,0.295829270388903,0.3485400355543023
-0.6081074795956914,-0.11405169746553433,-0.5921546922786605,0.07880830440214324,-0.16014867262690027,0.3502064401733928,-0.23345704698070424,0.42540954252438523
0.4488562879324773,-0.24967022541978223,0.3737903157116443,-0.5183133523962805,-0.011199724840866536,0.16053632939123777,-0.30702252664647456,-0.20883878977482564
-0.4320963707181745,-0.4683485931087897,0.31335338959964476,-0.03579714027038901,-0.032100469196416175,0.03782816590222123,-0.2064156652507432,-0.1477182134177339
